State,City,Measure,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Virginia,Chesapeake ,Average Precipitation,3.6,3.4,4,3.5,3.9,4.1,5.3,5.3,4.9,3.5,3.3,3.6,48.4
Virginia,Norfolk ,Average High,48.1,50.9,58.2,67.6,75.4,83.5,87.4,85.1,79.3,70.1,61.1,52.1,68.3
Virginia,Norfolk ,Average Low,32.7,34.4,40.5,48.9,57.9,67.1,71.9,70.7,65.3,54,44.6,36.1,52.1
Virginia,Norfolk ,Average Precipitation,3.4,3.12,3.68,3.41,3.41,4.26,5.14,5.52,4.76,3.42,3.15,3.26,46.53
Virginia,Richmond ,Average High,47.4,51.3,60,70.3,77.9,86.1,89.7,87.6,81.2,71,61.4,50.7,69.6
Virginia,Richmond ,Average Low,28.3,30.5,37.1,46.1,55,64.5,68.9,67.4,60.1,48.3,39.4,31.4,48.1
Virginia,Richmond ,Average Precipitation,3.04,2.76,4.04,3.27,3.78,3.93,4.51,4.66,4.13,2.98,3.24,3.26,43.6
Virginia,Virginia Beach ,Average High,48.1,50.9,58.2,67.6,75.4,83.5,87.4,85.1,79.3,70.1,61.1,52.1,68.3
Virginia,Virginia Beach ,Average Low,32.7,34.4,40.5,48.9,57.9,67.1,71.9,70.7,65.3,54,44.6,36.1,52.1
Virginia,Virginia Beach ,Average Precipitation,3.4,3.12,3.68,3.41,3.41,4.26,5.14,5.52,4.76,3.42,3.15,3.26,46.53
Virginia,Williamsburg,Average High,47.4,51,59.2,69.3,76.4,83.8,87.3,85.3,79.4,69.9,60.9,50.7,68.4
Virginia,Williamsburg,Average Low,29.6,31.5,37.7,46.4,55.5,64.3,68.8,67.6,61.4,49.8,40.7,32.7,48.8
Virginia,Williamsburg,Average Precipitation,3.7,3.25,4.33,3.7,4,3.33,5.43,5.25,4.9,3.46,3.27,3.55,48.16
Washington,Seattle ,Average High,47.2,49.9,53.7,58.5,64.7,69.9,75.8,76.3,70.5,59.7,50.9,45.7,60.3
Washington,Seattle ,Average Low,36.9,36.9,39.3,42.2,47.3,51.9,55.6,55.9,52.1,45.8,40,35.6,45
Washington,Seattle ,Average Precipitation,5.57,3.5,3.72,2.71,1.94,1.57,0.7,0.88,1.5,3.48,6.57,5.35,37.49
Washington,Spokane ,Average High,34.4,39.6,48.9,57.2,66.4,73.8,83.3,82.9,72.9,58,41.6,32.2,57.7
Washington,Spokane ,Average Low,24.7,26.4,31.6,36.8,43.8,50.4,56.3,55.8,47.4,37.2,29.8,22.5,38.6
Washington,Spokane ,Average Precipitation,1.79,1.33,1.61,1.28,1.62,1.25,0.64,0.59,0.67,1.18,2.3,2.3,16.56
Washington,Tacoma ,Average High,48.4,50.9,55.5,60.4,66.4,71.5,77,77,71.3,61.3,52.6,46.9,61.6
Washington,Tacoma ,Average Low,37.1,36.9,39.8,43.2,48.2,52.6,56.1,55.7,51.6,46,40.4,35.8,45.3
Washington,Tacoma ,Average Precipitation,5.93,3.86,4.06,3,2.11,1.57,0.68,0.82,1.29,3.7,6.68,5.52,39.22
West Virginia,Charleston ,Average High,42.5,46.6,56.2,67.7,74.8,82.2,85.2,84.2,77.8,67.7,57,45.6,65.7
West Virginia,Charleston ,Average Low,26.3,28.7,35.4,44.5,52.7,61.6,65.7,64.5,56.9,45.4,36.9,29.2,45.7
West Virginia,Charleston ,Average Precipitation,3,3.19,3.91,3.24,4.8,4.29,4.94,3.74,3.25,2.67,3.73,3.27,44.03
Wisconsin,Green Bay ,Average High,24.3,28.2,39.2,53.9,66,75.3,79.8,77.7,69.9,56.6,42.2,28.5,53.5
Wisconsin,Green Bay ,Average Low,9,12.4,22.4,33.8,44,54.1,58.4,56.9,48.5,37.7,26.9,14.4,34.9
Wisconsin,Green Bay ,Average Precipitation,1.13,1.11,1.85,2.63,2.93,3.88,3.5,3.37,3.04,2.44,2.13,1.51,29.52
Wisconsin,Madison ,Average High,26.4,31.1,43.1,57.3,68.4,77.9,81.6,79.4,71.8,58.9,44.1,30.2,56
Wisconsin,Madison ,Average Low,11.1,15.1,24.8,35.8,46.1,56.1,61,59,50.2,38.8,28.2,15.9,36.9
Wisconsin,Madison ,Average Precipitation,1.23,1.45,2.2,3.4,3.55,4.54,4.18,4.27,3.13,2.4,2.39,1.74,34.48
Wisconsin,Milwaukee ,Average High,28.9,32.5,42.4,53.8,64.9,75.3,80.1,78.5,71.3,59.3,46,32.8,55.6
Wisconsin,Milwaukee ,Average Low,15.6,19.3,27.7,37.3,46.5,57.1,63.5,63,54.9,43.2,32,20.1,40.1
Wisconsin,Milwaukee ,Average Precipitation,1.76,1.65,2.27,3.56,3.4,3.9,3.67,3.97,3.18,2.65,2.71,2.04,34.76
Wyoming,Cheyenne ,Average High,39.5,40.5,47.5,54.9,64.7,75.3,83.4,81.2,71.8,58.8,46.5,38.2,58.6
Wyoming,Cheyenne ,Average Low,18,18.6,24.4,30.8,40.2,48.9,55.5,54.1,44.7,33.9,24.2,17.3,34.3
Wyoming,Cheyenne ,Average Precipitation,0.33,0.47,1.05,1.78,2.34,2.34,2.19,1.95,1.48,0.93,0.59,0.49,15.94
Wyoming,Jackson,Average High,28.2,33.6,42.7,52.9,63,73.7,81.9,81,71.3,58.6,40,28.2,54.6
Wyoming,Jackson,Average Low,5,8.1,17.5,24.4,30.8,37,40.9,39.2,31.4,23.4,15.8,5.9,23.3
Wyoming,Jackson,Average Precipitation,1.39,1.07,1.16,1.18,2.21,1.61,1.28,1.32,1.32,1.22,1.56,1.46,16.78
